job_id,job_title,company,location,company_size,industry,experience_required,education,posted_date,skills,salary,applications,views
JOB_002062,Software Engineer,Capgemini,Pune,Large,Technology,3,Diploma,2025-12-16 15:09:05.913038,"GCP,NumPy,Power BI,FastAPI,Spark,Django,Node.js",14.2,469,3638
JOB_002063,Solutions Architect,Startup_E,Delhi,Large,Manufacturing,6,Master,2026-04-01 15:09:05.913040,"PyTorch,Excel",23.42,13,3438
JOB_002064,Data Engineer,IBM,Chennai,Large,Consulting,14,Bootcamp,2025-10-27 15:09:05.913041,"Kubernetes,Statistics,Kafka,Azure",15.12,75,1802
JOB_002065,Frontend Developer,Google,Hyderabad,Large,Education,5,Bachelor,2026-06-24 15:09:05.913042,"FastAPI,JIRA",12.76,385,1075
JOB_002066,Solutions Architect,Startup_E,Gurugram,Small,Healthcare,8,Bachelor,2025-10-06 15:09:05.913043,"TensorFlow,Django,Git,Scikit-learn,Power BI,FastAPI",22.06,450,2827
JOB_002067,Business Analyst,Paytm,Noida,Startup,Finance,1,Master,2026-01-27 15:09:05.913045,"PostgreSQL,FastAPI,TensorFlow,Machine Learning,GraphQL,REST API",6.42,192,2606
JOB_002068,Cloud Engineer,Apple,Kolkata,Mid,Healthcare,14,PhD,2025-09-30 15:09:05.913046,"Excel,Azure,Linux",14.53,129,2813
JOB_002069,Senior Developer,Flipkart,Delhi,Startup,Education,10,Master,2026-01-19 15:09:05.913047,"Tableau,Communication,Angular,JavaScript,Python,React,MongoDB,Git",24.68,85,3776
JOB_002070,Technical Lead,Startup_C,Jaipur,Mid,Manufacturing,1,Bootcamp,2025-11-02 15:09:05.913049,"PostgreSQL,Tableau,R,Kafka,Power BI",14.23,174,2893
JOB_002071,Product Manager,Capgemini,Mumbai,Enterprise,Consulting,6,PhD,2026-06-20 15:09:05.913050,"TensorFlow,React,Node.js,Django,JIRA",24.75,282,4387
JOB_002072,DevOps Engineer,TCS,Jaipur,Large,E-commerce,14,Bootcamp,2026-07-14 15:09:05.913051,"Machine Learning,Java,Power BI,GraphQL",19.2,55,1704
JOB_002073,Software Engineer,Startup_B,Hyderabad,Enterprise,Manufacturing,11,Bachelor,2026-08-20 15:09:05.913052,"PyTorch,Deep Learning,AWS,FastAPI,Pandas,React,Scikit-learn,NumPy",16.35,470,3630
JOB_002074,DevOps Engineer,Startup_C,Noida,Enterprise,Logistics,8,PhD,2026-01-30 15:09:05.913053,"JavaScript,PostgreSQL,Deep Learning,Python",21.74,148,1518
JOB_002075,Software Engineer,Airbnb,Pune,Mid,Healthcare,4,Bootcamp,2026-09-03 15:09:05.913055,"Machine Learning,Node.js,Pandas,FastAPI,NumPy,Git,JavaScript,Docker",12.22,39,4090
JOB_002076,Frontend Developer,Flipkart,Hyderabad,Small,Finance,6,Bachelor,2026-04-24 15:09:05.913056,"R,Leadership,Machine Learning,Linux,Kubernetes,Agile,Pandas",11.25,366,720
JOB_002077,Business Analyst,Airbnb,Jaipur,Large,Consulting,10,Bootcamp,2026-06-10 15:09:05.913057,"Deep Learning,Kubernetes,Machine Learning,Excel,MongoDB,Tableau,GCP,NumPy",14.79,478,4918
JOB_002078,Analytics Engineer,IBM,Chennai,Enterprise,Finance,7,PhD,2026-08-30 15:09:05.913059,"Pandas,Communication,FastAPI",13.17,467,3834
JOB_002079,Analytics Engineer,Uber,Kolkata,Startup,Logistics,13,Bachelor,2026-06-11 15:09:05.913060,"Communication,Kubernetes,AWS,Kafka,Azure,NumPy",10.84,455,749
JOB_002080,Product Manager,Startup_B,Hyderabad,Large,Logistics,7,Bootcamp,2026-08-31 15:09:05.913061,"FastAPI,Spark,GraphQL,Git,SQL,Azure,Django",23.98,467,3409
JOB_002081,Technical Lead,Microsoft,Bangalore,Small,E-commerce,3,Diploma,2026-04-13 15:09:05.913062,"Azure,Agile,Problem Solving,SQL,Leadership,TensorFlow",23.35,199,4937
JOB_002082,Machine Learning Engineer,Startup_A,Kolkata,Large,Manufacturing,9,PhD,2026-04-16 15:09:05.913064,"Deep Learning,Python,Hadoop,PyTorch,Spark,REST API",15.93,358,450
JOB_002083,Senior Developer,Amazon,Bangalore,Enterprise,Manufacturing,6,PhD,2026-01-01 15:09:05.913065,"React,Deep Learning,Agile",29.37,33,1687
JOB_002084,Technical Lead,Startup_C,Delhi,Startup,Finance,0,PhD,2026-03-02 15:09:05.913066,"Django,Git",9.48,192,186
JOB_002085,Senior Developer,Meta,Mumbai,Enterprise,Education,3,Bachelor,2025-12-17 15:09:05.913068,"Spark,Angular,Excel,Tableau,Leadership",20.89,461,1918
JOB_002086,Business Analyst,HCL,Hyderabad,Small,Healthcare,11,PhD,2026-01-22 15:09:05.913069,"SQL,Communication",10.24,414,4413
JOB_002087,Product Manager,Startup_B,Kolkata,Mid,Finance,12,Bootcamp,2026-05-15 15:09:05.913070,"Leadership,Problem Solving,Django,PostgreSQL,Power BI,NumPy",20.39,165,2742
JOB_002088,Analytics Engineer,Flipkart,Pune,Startup,Healthcare,13,Diploma,2026-09-03 15:09:05.913071,"JavaScript,Power BI,Docker,Java,Problem Solving,NumPy,Agile,Statistics",15.07,198,4900
JOB_002089,Full Stack Developer,OYO,Bangalore,Small,Technology,12,Bootcamp,2025-10-25 15:09:05.913073,"Docker,Java,Problem Solving,Spark,Power BI",16.45,121,4681
JOB_002090,Data Scientist,Infosys,Gurugram,Small,Logistics,4,Bootcamp,2026-06-16 15:09:05.913074,"AWS,Deep Learning,Git,Docker",13.04,483,4984
JOB_002091,Data Engineer,Airbnb,Jaipur,Enterprise,Logistics,13,PhD,2026-04-28 15:09:05.913075,"Git,Kubernetes,Leadership",15.99,433,163
JOB_002092,Frontend Developer,Startup_D,Kolkata,Enterprise,Healthcare,9,Diploma,2026-03-23 15:09:05.913077,"Python,TensorFlow,Agile,Scikit-learn,React,R,GraphQL,Power BI",15.11,83,4873
JOB_002093,Business Analyst,Amazon,Mumbai,Enterprise,E-commerce,12,Diploma,2026-08-28 15:09:05.913078,"Angular,JavaScript,Kubernetes,Agile",18.55,317,4402
JOB_002094,Senior Developer,Flipkart,Hyderabad,Mid,Education,13,Diploma,2025-10-21 15:09:05.913079,"GCP,Kafka,Statistics,Machine Learning,SQL,Python,Deep Learning,Angular",37.22,370,3052
JOB_002095,Full Stack Developer,Microsoft,Kolkata,Large,Consulting,11,Diploma,2026-04-05 15:09:05.913081,"NumPy,GraphQL,Django",14.52,364,1842
JOB_002096,Senior Developer,TCS,Hyderabad,Large,Finance,6,Master,2026-05-05 15:09:05.913082,"JavaScript,Machine Learning,Azure,Angular,Linux",26.31,468,3856
JOB_002097,DevOps Engineer,Unacademy,Chennai,Enterprise,Consulting,11,Diploma,2026-07-20 15:09:05.913083,"Django,Java,Azure,Agile,Pandas,Power BI,REST API",19.79,49,464
JOB_002098,AI/ML Engineer,Accenture,Bangalore,Enterprise,Education,5,PhD,2026-03-17 15:09:05.913084,"Hadoop,SQL,Leadership,React,Agile",23.29,494,1946
JOB_002099,Junior Developer,Cognizant,Kolkata,Mid,Healthcare,3,Diploma,2026-02-10 15:09:05.913086,"Azure,Angular,Hadoop",5.12,148,2562
JOB_002100,DevOps Engineer,Uber,Kolkata,Large,Finance,14,Bootcamp,2026-03-01 15:09:05.913087,"GCP,Azure,JavaScript,React,NumPy,Spark",24.1,397,781
JOB_002101,Data Scientist,IBM,Mumbai,Mid,Education,2,Master,2026-02-08 15:09:05.913088,"Linux,REST API,Tableau,TensorFlow",11.29,119,1237
JOB_002102,Business Analyst,Uber,Mumbai,Small,E-commerce,10,Bootcamp,2026-03-08 15:09:05.913089,"GCP,Spark,React",12.36,494,1209
JOB_002103,Full Stack Developer,Uber,Jaipur,Large,Technology,13,PhD,2026-04-01 15:09:05.913091,"TensorFlow,Node.js,Python,AWS,Azure,GCP,Machine Learning",16.33,306,2273
JOB_002104,Data Engineer,Accenture,Pune,Enterprise,Manufacturing,5,PhD,2026-06-18 15:09:05.913092,"PostgreSQL,TensorFlow,PyTorch,Scikit-learn,R,Problem Solving,REST API",17.58,60,532
JOB_002105,Data Scientist,Unacademy,Hyderabad,Startup,Technology,9,Diploma,2026-01-10 15:09:05.913093,"Problem Solving,React,JavaScript,JIRA,REST API,Statistics,GCP,Communication",15.72,377,1479
JOB_002106,Python Developer,HCL,Noida,Small,E-commerce,14,PhD,2025-10-02 15:09:05.913094,"Angular,Azure,NumPy,Java,Power BI,SQL,R,Tableau",16.74,46,412
JOB_002107,DevOps Engineer,Startup_A,Jaipur,Startup,Consulting,13,Master,2026-01-10 15:09:05.913096,"Power BI,PostgreSQL,REST API,AWS,Agile,Docker,JavaScript,SQL",15.61,32,3699
JOB_002108,Data Engineer,Wipro,Mumbai,Mid,Technology,12,Bootcamp,2026-03-17 15:09:05.913097,"MongoDB,TensorFlow,FastAPI,Docker,AWS,Machine Learning,React",18.13,137,4725
JOB_002109,AI/ML Engineer,HCL,Noida,Mid,E-commerce,11,PhD,2025-12-30 15:09:05.913098,"Leadership,Hadoop",20.14,314,4077
JOB_002110,Machine Learning Engineer,Startup_A,Delhi,Mid,Healthcare,4,PhD,2026-05-08 15:09:05.913099,"Scikit-learn,Power BI,Agile,Pandas,Communication,React",12.65,60,3139
JOB_002111,Analytics Engineer,Startup_D,Noida,Enterprise,Consulting,13,Master,2026-08-10 15:09:05.913101,"PyTorch,JavaScript,TensorFlow,Power BI",18.6,481,4690
JOB_002112,AI/ML Engineer,Paytm,Bangalore,Mid,Consulting,11,Bachelor,2026-02-16 15:09:05.913102,"JIRA,SQL,Angular,FastAPI",20.88,146,1814
JOB_002113,Software Engineer,Airbnb,Kolkata,Startup,Manufacturing,2,Bachelor,2026-08-12 15:09:05.913103,"JavaScript,JIRA,Leadership,Kafka,Kubernetes,AWS",6.45,427,1418
JOB_002114,Frontend Developer,Startup_D,Mumbai,Small,E-commerce,3,Master,2026-02-13 15:09:05.913105,"GraphQL,Django,AWS,FastAPI,Linux,NumPy,Hadoop",10.3,248,2816
JOB_002115,Machine Learning Engineer,Microsoft,Kolkata,Enterprise,Technology,1,PhD,2025-11-17 15:09:05.913106,"GraphQL,Kubernetes",9.18,39,256
JOB_002116,Cloud Engineer,Paytm,Jaipur,Small,Manufacturing,8,Master,2026-06-21 15:09:05.913107,"React,Docker,PostgreSQL,R",11.08,483,2163
JOB_002117,Junior Developer,Uber,Chennai,Mid,Manufacturing,6,Master,2025-12-16 15:09:05.913109,"Excel,Pandas,Power BI,Azure,Kafka,NumPy,Tableau,Deep Learning",6.39,94,908
JOB_002118,Product Manager,Startup_A,Mumbai,Large,Healthcare,11,Bachelor,2026-04-24 15:09:05.913110,"Machine Learning,GraphQL,Spark,Docker,Hadoop,Statistics,TensorFlow",33.14,378,2527
JOB_002119,Cloud Engineer,Google,Mumbai,Enterprise,Consulting,13,Diploma,2026-04-10 15:09:05.913111,"Azure,Communication,R,Django,Statistics,Leadership",28.14,64,3172
JOB_002120,Python Developer,Startup_C,Gurugram,Mid,E-commerce,9,PhD,2026-07-31 15:09:05.913112,"Communication,GCP,JavaScript,Spark,FastAPI",13.77,156,3193
JOB_002121,AI/ML Engineer,IBM,Kolkata,Enterprise,E-commerce,2,Bootcamp,2026-08-12 15:09:05.913113,"PostgreSQL,Deep Learning,NumPy,AWS,Tableau,REST API,Django",13.95,233,3854
JOB_002122,Business Analyst,Startup_B,Mumbai,Large,Logistics,7,Master,2026-04-07 15:09:05.913115,"GCP,Leadership,Statistics,Scikit-learn,Docker,React,PostgreSQL,NumPy",16.43,434,2775
JOB_002123,Solutions Architect,Startup_A,Chennai,Startup,Manufacturing,7,Bachelor,2025-10-18 15:09:05.913116,"GraphQL,Power BI,Hadoop",14.66,154,1265
JOB_002124,Software Engineer,HCL,Chennai,Startup,Logistics,10,Diploma,2026-04-23 15:09:05.913117,"NumPy,Tableau,GCP,Machine Learning,Power BI",9.34,105,1166
JOB_002125,Software Engineer,TCS,Bangalore,Startup,Consulting,0,PhD,2026-04-18 15:09:05.913118,"Kafka,React,JIRA,Machine Learning",7.25,46,1675
JOB_002126,Machine Learning Engineer,TCS,Hyderabad,Large,Consulting,13,Master,2026-02-05 15:09:05.913120,"Machine Learning,Deep Learning,TensorFlow,REST API,Django,Pandas,PostgreSQL",23.4,63,3224
JOB_002127,Analytics Engineer,Wipro,Mumbai,Small,Healthcare,4,Bachelor,2025-11-17 15:09:05.913121,"Scikit-learn,Angular,SQL,Docker,Java",12.28,12,2481
JOB_002128,Junior Developer,HCL,Chennai,Large,Logistics,4,Master,2026-02-15 15:09:05.913122,"Angular,Node.js",5.52,444,1720
JOB_002129,Backend Engineer,Flipkart,Chennai,Large,Consulting,11,Bootcamp,2026-06-28 15:09:05.913123,"REST API,Python,React,Deep Learning,Scikit-learn,Git,Spark,GraphQL",17.03,142,1632
JOB_002130,Full Stack Developer,OYO,Bangalore,Mid,Finance,2,PhD,2025-10-03 15:09:05.913125,"Hadoop,GCP,TensorFlow,R",13.09,78,3387
JOB_002131,Python Developer,Google,Gurugram,Startup,Logistics,1,PhD,2026-02-06 15:09:05.913126,"Node.js,Git,AWS",7.07,325,373
JOB_002132,Senior Developer,Startup_E,Hyderabad,Enterprise,Technology,0,PhD,2026-03-26 15:09:05.913127,"Python,JIRA,MongoDB,Git,Excel,Angular,FastAPI,Java",20.91,307,2535
JOB_002133,Python Developer,Infosys,Pune,Small,Consulting,12,PhD,2026-02-05 15:09:05.913128,"Linux,Spark,Kafka,NumPy,Angular,R,Statistics",14.73,432,170
JOB_002134,AI/ML Engineer,Capgemini,Mumbai,Enterprise,Finance,3,Bachelor,2026-08-31 15:09:05.913130,"Statistics,Problem Solving,Linux",16.13,80,3112
JOB_002135,Data Engineer,Startup_A,Pune,Mid,Logistics,11,Bootcamp,2026-03-25 15:09:05.913131,"GraphQL,Linux,Java,JIRA,Leadership,R,Deep Learning,Machine Learning",20.3,452,1605
JOB_002136,Full Stack Developer,Accenture,Pune,Mid,Healthcare,10,Master,2025-11-11 15:09:05.913132,"FastAPI,Problem Solving,Machine Learning,JavaScript,MongoDB,Tableau,Angular",18.46,183,613
JOB_002137,Backend Engineer,IBM,Jaipur,Small,Healthcare,9,Bachelor,2026-02-11 15:09:05.913133,"PyTorch,React,Linux,Leadership,Azure,Excel,Docker,Django",12.36,434,2230
JOB_002138,DevOps Engineer,Startup_D,Gurugram,Enterprise,Education,1,Diploma,2026-05-04 15:09:05.913135,"Python,Spark,PostgreSQL",13.32,34,2043
JOB_002139,Frontend Developer,Microsoft,Jaipur,Small,Logistics,4,PhD,2025-10-29 15:09:05.913136,"Machine Learning,Git,SQL,Excel,Hadoop,GCP,Kubernetes",7.14,107,3425
JOB_002140,AI/ML Engineer,Cognizant,Kolkata,Small,Education,11,PhD,2026-08-23 15:09:05.913137,"Communication,Docker,Python,Linux,Machine Learning,Django,R",15.39,280,889
JOB_002141,Backend Engineer,Infosys,Noida,Startup,Healthcare,10,Master,2026-08-14 15:09:05.913139,"AWS,Hadoop",15.3,446,840
JOB_002142,Software Engineer,Uber,Bangalore,Enterprise,Logistics,9,PhD,2025-10-13 15:09:05.913140,"Git,Django,Java,Kubernetes,Pandas,Leadership,Problem Solving,Azure",19.83,177,4764
JOB_002143,Python Developer,Infosys,Chennai,Startup,Education,11,PhD,2025-10-30 15:09:05.913141,"Hadoop,MongoDB,Machine Learning,Django,Pandas,Linux,Angular,FastAPI",10.48,183,2492
JOB_002144,Product Manager,Startup_E,Chennai,Startup,E-commerce,1,Master,2026-02-26 15:09:05.913142,"FastAPI,Scikit-learn,React",9.72,178,1345
JOB_002145,Solutions Architect,Accenture,Hyderabad,Startup,Finance,0,Bootcamp,2026-03-19 15:09:05.913143,"AWS,Leadership,FastAPI,PostgreSQL,PyTorch,REST API,Statistics,Communication",13.16,58,1469
JOB_002146,Frontend Developer,TCS,Gurugram,Large,Healthcare,9,Bachelor,2026-01-02 15:09:05.913145,"Spark,Communication,Statistics,Machine Learning,AWS",17.85,169,2167
JOB_002147,Python Developer,Flipkart,Chennai,Mid,E-commerce,9,Bootcamp,2025-10-09 15:09:05.913146,"Power BI,Kafka,Angular,R,Django,PostgreSQL,Linux",12.65,253,3870
JOB_002148,Software Engineer,Uber,Jaipur,Mid,Technology,11,Master,2026-07-02 15:09:05.913147,"FastAPI,Linux,Kafka,Deep Learning,React",12.51,493,2730
JOB_002149,Data Engineer,Capgemini,Noida,Large,Logistics,9,PhD,2026-09-06 15:09:05.913149,"Tableau,Leadership,Statistics,PostgreSQL",18.8,213,2633
JOB_002150,Full Stack Developer,Startup_C,Jaipur,Small,Technology,9,PhD,2026-07-10 15:09:05.913150,"Problem Solving,Node.js,Django,TensorFlow,SQL,PostgreSQL,Excel,Python",12.92,213,4555
JOB_002151,Junior Developer,Flipkart,Pune,Enterprise,Education,8,Bootcamp,2025-11-14 15:09:05.913151,"Spark,R,React,Scikit-learn,Pandas,REST API,SQL",9.74,112,3747
JOB_002152,Python Developer,Unacademy,Kolkata,Enterprise,Education,1,Diploma,2025-10-09 15:09:05.913152,"Angular,Machine Learning,SQL,FastAPI,REST API,Tableau,Agile,Excel",8.8,145,1516
JOB_002153,Machine Learning Engineer,Startup_E,Chennai,Enterprise,E-commerce,9,Bachelor,2026-02-09 15:09:05.913154,"Java,SQL,Power BI",15.23,383,4546
JOB_002154,Technical Lead,Meta,Pune,Startup,Technology,3,PhD,2026-09-04 15:09:05.913155,"Git,PostgreSQL",15.75,166,4698
JOB_002155,Solutions Architect,HCL,Chennai,Enterprise,Consulting,2,Master,2026-07-19 15:09:05.913156,"MongoDB,Excel,AWS,Pandas,Power BI,Python",19.16,212,1421
JOB_002156,Software Engineer,Microsoft,Mumbai,Enterprise,Healthcare,0,Bootcamp,2026-08-18 15:09:05.913157,"Power BI,Java,Kubernetes,Leadership,TensorFlow",9.39,75,3124
JOB_002157,Product Manager,Wipro,Delhi,Enterprise,Logistics,7,Bachelor,2026-05-24 15:09:05.913158,"Communication,Pandas,Kafka,Hadoop",22.49,81,1773
JOB_002158,Business Analyst,Startup_D,Bangalore,Mid,Consulting,1,Diploma,2025-10-26 15:09:05.913160,"Machine Learning,SQL,MongoDB,Django,GraphQL",8.02,54,4757
JOB_002159,Backend Engineer,TCS,Bangalore,Large,Logistics,10,PhD,2026-03-18 15:09:05.913161,"React,Angular,Kafka,NumPy,TensorFlow,Git,Python",21.1,367,4965
JOB_002160,Python Developer,Paytm,Chennai,Small,Finance,7,Bootcamp,2026-03-20 15:09:05.913162,"Java,PostgreSQL,Excel,Django,R",10.91,191,3221
JOB_002161,Junior Developer,TCS,Noida,Large,Manufacturing,11,PhD,2026-03-09 15:09:05.913163,"Leadership,GraphQL,JavaScript,AWS",12.05,392,983
JOB_002162,Product Manager,Microsoft,Gurugram,Enterprise,Education,0,Bootcamp,2025-12-05 15:09:05.913165,"Python,JavaScript,GCP,Problem Solving,Node.js,Pandas,PostgreSQL,Kubernetes",17.09,99,2179
JOB_002163,Python Developer,Wipro,Hyderabad,Small,E-commerce,5,Diploma,2026-09-05 15:09:05.913166,"Kafka,Tableau,Deep Learning,FastAPI,Communication",9.74,457,3507
JOB_002164,Solutions Architect,Meta,Noida,Small,Consulting,3,Master,2025-11-16 15:09:05.913167,"Kubernetes,AWS,Deep Learning,Communication,Linux",15.88,140,3314
JOB_002165,Data Scientist,Google,Gurugram,Large,Education,2,Master,2026-07-05 15:09:05.913168,"Kafka,Tableau",13.95,68,3315
JOB_002166,Technical Lead,Startup_C,Noida,Large,E-commerce,0,Bachelor,2025-10-09 15:09:05.913170,"Git,Angular,SQL,FastAPI,GraphQL,Linux",17.67,293,3486
JOB_002167,Solutions Architect,Capgemini,Mumbai,Large,Technology,9,PhD,2026-02-03 15:09:05.913171,"Excel,Django,Node.js,FastAPI,Leadership,Angular,GraphQL",31.38,191,4694
JOB_002168,Senior Developer,TCS,Noida,Large,Education,10,PhD,2026-03-16 15:09:05.913172,"Scikit-learn,Problem Solving,MongoDB,Hadoop",28.99,251,2319
JOB_002169,Analytics Engineer,Paytm,Hyderabad,Startup,Manufacturing,11,PhD,2026-03-15 15:09:05.913173,"Django,PyTorch,GraphQL,React",12.67,495,1630
JOB_002170,Product Manager,Startup_E,Bangalore,Mid,Logistics,0,Master,2026-02-06 15:09:05.913175,"Problem Solving,Communication,NumPy,TensorFlow,Kafka,React,Power BI",18.67,322,3194
JOB_002171,Data Scientist,Startup_E,Noida,Mid,Consulting,10,Bachelor,2026-08-13 15:09:05.913176,"React,Power BI,Django",20.19,341,1009
JOB_002172,Solutions Architect,Amazon,Jaipur,Enterprise,E-commerce,6,Master,2025-12-02 15:09:05.913177,"PyTorch,Docker,Communication,Hadoop,Git,Pandas,React",21.07,332,828
JOB_002173,Backend Engineer,Apple,Gurugram,Startup,E-commerce,5,Bootcamp,2026-07-13 15:09:05.913178,"PostgreSQL,NumPy,SQL,GCP,Leadership,Hadoop,Excel,REST API",11.5,332,4962
JOB_002174,Python Developer,Flipkart,Kolkata,Small,Logistics,2,PhD,2025-12-24 15:09:05.913179,"Spark,Angular,Agile,Hadoop,Linux,Problem Solving",7.83,106,2368
JOB_002175,Junior Developer,Startup_B,Gurugram,Large,Consulting,11,Bootcamp,2026-03-18 15:09:05.913181,"PostgreSQL,GCP,GraphQL,Node.js,Django",10.75,486,4345
JOB_002176,Senior Developer,Paytm,Bangalore,Enterprise,Manufacturing,11,Diploma,2026-03-02 15:09:05.913182,"PostgreSQL,SQL",31.34,101,2888
JOB_002177,Senior Developer,Flipkart,Noida,Small,Education,1,Bootcamp,2026-04-14 15:09:05.913183,"Hadoop,Machine Learning,Scikit-learn",13.17,18,1287
JOB_002178,Backend Engineer,Flipkart,Jaipur,Mid,Finance,9,Bootcamp,2025-10-24 15:09:05.913185,"GCP,React,REST API,PyTorch",12.19,196,3195
JOB_002179,Senior Developer,Meta,Noida,Small,Healthcare,2,Bootcamp,2026-05-02 15:09:05.913186,"Angular,Excel,Docker,PostgreSQL,Power BI,Tableau,Hadoop,Kubernetes",15.4,293,1637
JOB_002180,Software Engineer,OYO,Noida,Large,Manufacturing,11,Master,2026-05-17 15:09:05.913187,"R,Statistics,GCP,REST API,Leadership,FastAPI,Tableau,Excel",17.47,438,1292
JOB_002181,Analytics Engineer,Startup_D,Chennai,Large,Technology,14,Bootcamp,2026-07-25 15:09:05.913188,"Communication,TensorFlow,GCP,Scikit-learn,AWS,GraphQL",20.81,101,1701
JOB_002182,Frontend Developer,Cognizant,Mumbai,Mid,Consulting,7,PhD,2026-09-08 15:09:05.913190,"Azure,Docker,Pandas,Statistics,SQL,PostgreSQL,Machine Learning,TensorFlow",13.32,156,1051
JOB_002183,Cloud Engineer,OYO,Hyderabad,Large,Manufacturing,10,Bachelor,2026-06-18 15:09:05.913191,"REST API,PostgreSQL,Git,NumPy,Angular,Scikit-learn,SQL,AWS",21.27,329,1849
JOB_002184,Junior Developer,Amazon,Mumbai,Startup,Consulting,6,Diploma,2026-01-09 15:09:05.913192,"Statistics,AWS",5.67,156,386
JOB_002185,Full Stack Developer,Paytm,Kolkata,Enterprise,Education,12,PhD,2025-12-30 15:09:05.913193,"Pandas,REST API,Tableau,Communication,Leadership,Docker,MongoDB,PyTorch",17.58,214,3212
JOB_002186,AI/ML Engineer,Google,Bangalore,Mid,Education,13,Bachelor,2026-03-07 15:09:05.913195,"React,Git,AWS,PostgreSQL,Statistics,Java,Power BI",25.88,119,3949
JOB_002187,Technical Lead,Google,Noida,Mid,Finance,11,PhD,2025-12-08 15:09:05.913196,"Machine Learning,Docker,Tableau,Agile",31.66,244,2324
JOB_002188,Data Engineer,TCS,Delhi,Small,Technology,14,Bootcamp,2026-07-23 15:09:05.913197,"Kafka,PyTorch,Spark,Pandas,Agile",21.02,269,204
JOB_002189,Product Manager,Flipkart,Mumbai,Mid,Education,12,Diploma,2026-05-10 15:09:05.913198,"Kubernetes,PostgreSQL,GCP,SQL,Git,Tableau,Spark",31.25,483,3760
JOB_002190,Analytics Engineer,Swiggy,Pune,Enterprise,Finance,6,PhD,2026-05-11 15:09:05.913200,"Angular,Pandas,GCP",13.28,58,3201
JOB_002191,Solutions Architect,Startup_E,Delhi,Startup,Consulting,4,Diploma,2025-09-26 15:09:05.913201,"JIRA,Angular,Agile,Statistics,Python,Azure",15.34,26,2992
JOB_002192,Product Manager,TCS,Mumbai,Small,Healthcare,11,Master,2026-02-05 15:09:05.913202,"JavaScript,Azure,SQL",25.77,388,588
JOB_002193,Backend Engineer,Meta,Pune,Enterprise,E-commerce,9,Master,2026-06-04 15:09:05.913203,"Node.js,Tableau,Statistics,PostgreSQL,Excel",18.08,118,4077
JOB_002194,Solutions Architect,Flipkart,Bangalore,Mid,Healthcare,2,Bootcamp,2025-11-12 15:09:05.913204,"PyTorch,Agile,Scikit-learn,PostgreSQL,TensorFlow,AWS,JIRA",18.87,314,4236
JOB_002195,Product Manager,Wipro,Noida,Large,Healthcare,0,Bootcamp,2026-04-28 15:09:05.913206,"Git,NumPy,JIRA,Tableau,AWS",10.8,323,4679
JOB_002196,AI/ML Engineer,Startup_A,Jaipur,Large,Healthcare,0,Master,2025-10-01 15:09:05.913207,"PyTorch,Leadership,Power BI,Pandas",9.21,430,2256
JOB_002197,Data Engineer,Google,Jaipur,Enterprise,Healthcare,5,PhD,2026-01-13 15:09:05.913208,"Docker,Excel,Statistics",14.17,137,2647
JOB_002198,Software Engineer,Flipkart,Mumbai,Startup,E-commerce,14,Bachelor,2026-06-11 15:09:05.913210,"Communication,Excel,REST API",12.84,494,4300
JOB_002199,Full Stack Developer,Unacademy,Noida,Large,Consulting,3,Bachelor,2026-07-21 15:09:05.913211,"PyTorch,Power BI,PostgreSQL",11.5,426,3454
JOB_002200,Full Stack Developer,Infosys,Mumbai,Enterprise,Technology,6,Master,2026-07-14 15:09:05.913212,"PyTorch,R,Machine Learning,JIRA,MongoDB,GraphQL,Problem Solving,Linux",18.05,380,2023
JOB_002201,Solutions Architect,Uber,Bangalore,Small,Technology,9,Bachelor,2026-08-15 15:09:05.913213,"FastAPI,SQL,Agile,Spark,Azure,JIRA,Kafka",23.04,24,1427
JOB_002202,AI/ML Engineer,Amazon,Pune,Mid,Consulting,9,PhD,2026-02-02 15:09:05.913215,"PyTorch,Pandas,React",16.73,462,3241
JOB_002203,Full Stack Developer,Airbnb,Noida,Startup,Finance,9,Bachelor,2026-06-25 15:09:05.913216,"Problem Solving,NumPy,Pandas,FastAPI,Agile,Java,Node.js",11.91,460,3261
JOB_002204,Python Developer,Infosys,Delhi,Startup,Finance,0,Bachelor,2026-02-06 15:09:05.913217,"Leadership,PostgreSQL,AWS,Machine Learning,Statistics,Problem Solving,Spark",6.7,317,2740
JOB_002205,Backend Engineer,Amazon,Pune,Small,Education,12,Master,2026-08-08 15:09:05.913218,"MongoDB,JIRA",11.39,138,3031
JOB_002206,Python Developer,TCS,Delhi,Startup,Logistics,5,Diploma,2025-10-07 15:09:05.913220,"R,Hadoop,MongoDB,Excel",9.62,94,4251
JOB_002207,Frontend Developer,Microsoft,Delhi,Enterprise,Healthcare,6,Diploma,2026-04-11 15:09:05.913221,"Kafka,REST API,Pandas,Power BI,GCP,Problem Solving,JavaScript",16.2,281,3217
JOB_002208,Frontend Developer,Meta,Bangalore,Startup,Healthcare,0,PhD,2025-10-15 15:09:05.913222,"NumPy,TensorFlow,GraphQL,Statistics,PyTorch,Scikit-learn,Pandas,Leadership",7.91,153,2401
JOB_002209,Technical Lead,Cognizant,Hyderabad,Startup,E-commerce,1,Diploma,2026-03-28 15:09:05.913224,"Leadership,Excel,SQL,Pandas,Statistics,PostgreSQL",14.65,340,4692
JOB_002210,Data Engineer,Uber,Hyderabad,Startup,Healthcare,8,Bootcamp,2025-09-23 15:09:05.913225,"Python,Hadoop",13.02,499,799
