experience_required,experience_squared,experience_log,location_encoded,company_size_encoded,job_title_encoded,company_encoded,industry_encoded,education_encoded,job_title_popularity,posted_days_ago,posted_month,seniority_score,location_experience_interaction,skill_0,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,skill_10,skill_11,skill_12,skill_13,skill_14,skill_15,skill_16,skill_17,skill_18,skill_19,skill_20,skill_21,skill_22,skill_23,skill_24,skill_25,skill_26,skill_27,skill_28,skill_29
10.0,100.0,2.3978952727983707,15.3,4.0,6.0,20.0,3.0,4.0,554.0,68.0,7.0,40.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49902544987758446,0.0,0.0,0.0,0.0,0.0,0.498110651603973,0.0,0.0,0.0,0.4988944492093301,0.0,0.0,0.5039481200294916,0.0,0.0
1.0,1.0,0.6931471805599453,13.48,2.0,14.0,0.0,0.0,2.0,558.0,293.0,12.0,2.0,13.48,0.0,0.0,0.5745805484053619,0.0,0.5797201783410822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5777384427389071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,121.0,2.4849066497880004,15.965,3.0,6.0,15.0,7.0,4.0,554.0,296.0,11.0,33.0,175.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12.0,144.0,2.5649493574615367,14.915,1.0,9.0,18.0,0.0,2.0,551.0,243.0,1.0,12.0,178.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7091498658495343,0.0,0.7050577761897159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,64.0,2.1972245773362196,12.58,3.0,10.0,6.0,2.0,1.0,486.0,125.0,5.0,24.0,100.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4475601377521034,0.0,0.0,0.4457933422844743,0.4464974864110997,0.0,0.44970902629066184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4464974864110997,0.0,0.0,0.0
5.0,25.0,1.791759469228055,13.48,3.0,13.0,2.0,2.0,3.0,547.0,243.0,1.0,15.0,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,121.0,2.4849066497880004,15.46,2.0,5.0,14.0,3.0,1.0,560.0,209.0,2.0,22.0,170.06,0.0,0.0,0.0,0.0,0.0,0.0,0.5743517864365598,0.0,0.0,0.0,0.0,0.0,0.0,0.5788436859019593,0.0,0.0,0.0,0.0,0.0,0.5788436859019593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.6931471805599453,13.48,1.0,16.0,23.0,5.0,1.0,587.0,98.0,6.0,1.0,13.48,0.0,0.0,0.0,0.0,0.4663533165504479,0.45983831656737384,0.0,0.0,0.46660007233406375,0.4631815063840064,0.0,0.0,0.0,0.0,0.0,0.0,0.37257290749673483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,64.0,2.1972245773362196,12.46,1.0,16.0,3.0,0.0,0.0,587.0,49.0,8.0,8.0,99.68,0.0,0.35287401724369305,0.0,0.0,0.3538054983612124,0.0,0.0,0.0,0.35399270310469205,0.0,0.0,0.0,0.0,0.0,0.35268862269997076,0.35324570509364034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35287401724369305,0.35324570509364034,0.0,0.0,0.3556913978020753
4.0,16.0,1.6094379124341003,15.46,1.0,3.0,12.0,3.0,1.0,565.0,50.0,8.0,4.0,61.84,0.4197627975617222,0.0,0.0,0.0,0.0,0.0,0.0,0.42445202474239585,0.0,0.0,0.4197627975617222,0.0,0.4205332901983892,0.0,0.42064371464212974,0.0,0.3371193904618686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,196.0,2.70805020110221,15.965,2.0,15.0,12.0,6.0,1.0,509.0,338.0,10.0,28.0,223.51,0.4460256995454865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4453275980942534,0.0,0.0,0.0,0.0,0.44696173213177726,0.0,0.0,0.450887678842685,0.0,0.0,0.0,0.0,0.0,0.0,0.44684439886629407,0.0,0.0,0.0,0.0,0.0
5.0,25.0,1.791759469228055,12.58,5.0,2.0,13.0,7.0,1.0,535.0,221.0,2.0,25.0,62.9,0.0,0.0,0.0,0.0,0.44903011120460457,0.4427571180402442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4476126352052434,0.44831965296030446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44831965296030446,0.0,0.0,0.0
0.0,0.0,0.0,15.03,1.0,5.0,8.0,1.0,0.0,560.0,182.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7069209564981478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7072925570538288,0.0,0.0,0.0,0.0,0.0,0.0
11.0,121.0,2.4849066497880004,16.06,5.0,4.0,20.0,5.0,4.0,539.0,217.0,2.0,55.0,176.66,0.0,0.3326404627323913,0.0,0.0,0.33351853336048215,0.0,0.0,0.33547568645306614,0.0,0.0,0.0,0.0,0.3323784220167006,0.0,0.0,0.3329908382555432,0.0,0.0,0.0,0.0,0.0,0.3315960778052163,0.0,0.0,0.0,0.3326404627323913,0.3329908382555432,0.3357453288549291,0.0,0.0
12.0,144.0,2.5649493574615367,14.54,4.0,9.0,22.0,0.0,0.0,551.0,211.0,2.0,48.0,174.48,0.0,0.0,0.0,0.0,0.0,0.5697867513911636,0.0,0.5812504978659716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5809396841924853
13.0,169.0,2.6390573296152584,14.54,2.0,16.0,12.0,6.0,3.0,587.0,240.0,1.0,26.0,189.01999999999998,0.0,0.0,0.4955913684400172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4983151382900306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5033629408414765,0.0,0.5026897335993238
1.0,1.0,0.6931471805599453,13.48,5.0,15.0,20.0,6.0,4.0,509.0,28.0,8.0,5.0,13.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5823584998302159,0.0,0.0,0.0,0.0,0.0,0.5775912744538922,0.0,0.0,0.0,0.0,0.5720549775591757,0.0
0.0,0.0,0.0,15.3,1.0,5.0,4.0,0.0,0.0,560.0,345.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49478693460956813,0.0,0.0,0.0,0.0,0.0,0.0,0.5000817268268771,0.0,0.0,0.0,0.0,0.5046067257700622,0.0,0.0,0.0,0.0,0.0,0.5004759815826656,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9.0,1.3862943611198906,15.46,1.0,6.0,7.0,3.0,3.0,554.0,335.0,10.0,3.0,46.38,0.0,0.0,0.0,0.40609017116402485,0.0,0.0,0.0,0.0,0.40887405646672487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41094596582710535,0.0,0.0,0.4066210233539915,0.0,0.40609017116402485,0.0,0.0,0.0,0.0,0.0,0.0,0.41083610875064497
1.0,1.0,0.6931471805599453,12.46,5.0,6.0,11.0,2.0,3.0,554.0,331.0,10.0,5.0,12.46,0.7102148321470532,0.0,0.0,0.0,0.0,0.703985008503969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,144.0,2.5649493574615367,13.48,5.0,5.0,9.0,7.0,2.0,560.0,51.0,8.0,60.0,161.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5228635202922459,0.0,0.4190421135987531,0.0,0.5224520758422172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5273151568336035
0.0,0.0,0.0,12.58,4.0,17.0,22.0,1.0,2.0,503.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522653032033894,0.0,0.0,0.0,0.0,0.0,0.0,0.42041048071425297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5198159267895139,0.529037085720223
2.0,4.0,1.0986122886681098,16.06,2.0,0.0,1.0,0.0,1.0,560.0,207.0,2.0,4.0,32.12,0.0,0.0,0.0,0.0,0.0,0.7065609302704474,0.7076522110580592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9.0,1.3862943611198906,15.03,3.0,5.0,20.0,7.0,4.0,560.0,174.0,4.0,9.0,45.089999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5788220400812981,0.5763857245781144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5768401359290858,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9.0,1.3862943611198906,16.06,4.0,7.0,10.0,2.0,0.0,548.0,56.0,7.0,12.0,48.17999999999999,0.0,0.0,0.41982182278346075,0.42091573663899734,0.0,0.0,0.0,0.0,0.0,0.0,0.421355746694892,0.0,0.0,0.0,0.0,0.0,0.3383987178437384,0.0,0.0,0.0,0.0,0.42113556594400414,0.42091573663899734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4.0,1.0986122886681098,12.46,4.0,15.0,3.0,5.0,1.0,509.0,128.0,5.0,8.0,24.92,0.0,0.0,0.0,0.0,0.0,0.5729811827418624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5849790050630931,0.5740140484858626,0.0
1.0,1.0,0.6931471805599453,16.06,4.0,17.0,19.0,1.0,4.0,503.0,99.0,6.0,4.0,16.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4994293882098833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4991684098357325,0.0,0.0,0.0,0.0,0.0,0.5054144880831085,0.49594090378799904,0.0
11.0,121.0,2.4849066497880004,16.06,1.0,14.0,8.0,1.0,2.0,558.0,98.0,6.0,11.0,176.66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,49.0,2.0794415416798357,15.965,5.0,11.0,3.0,6.0,0.0,548.0,275.0,12.0,35.0,111.755,0.4076954283931369,0.40876578002029423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40790881204344664,0.0,0.0,0.0,0.0,0.0,0.40790881204344664,0.0,0.0,0.0,0.0,0.40844377085560474,0.40876578002029423,0.0,0.0,0.0,0.0
9.0,81.0,2.302585092994046,12.58,2.0,0.0,12.0,3.0,3.0,560.0,230.0,2.0,18.0,113.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4230425824944173,0.0,0.0,0.0,0.6782619158766374,0.426870491286158,0.42282068366734554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,144.0,2.5649493574615367,12.58,1.0,11.0,23.0,4.0,3.0,548.0,72.0,7.0,12.0,150.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6216374313669887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833051154712655,0.0,0.0
10.0,100.0,2.3978952727983707,14.915,4.0,16.0,6.0,2.0,1.0,587.0,217.0,2.0,40.0,149.14999999999998,0.0,0.5003488883055619,0.49722200185846366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5020679842517731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5003488883055619,0.0,0.0,0.0,0.0
1.0,1.0,0.6931471805599453,13.48,2.0,7.0,0.0,4.0,1.0,548.0,94.0,6.0,2.0,13.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4996205830840271,0.0,0.5032142235323119,0.0,0.0,0.0,0.4975278797739136,0.0,0.0,0.0,0.0,0.4996205830840271,0.0,0.0,0.0
4.0,16.0,1.6094379124341003,15.3,1.0,6.0,21.0,2.0,0.0,554.0,143.0,5.0,4.0,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7091509766524594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7050566589380337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,36.0,1.9459101490553132,14.915,3.0,4.0,5.0,7.0,3.0,539.0,237.0,1.0,18.0,89.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,64.0,2.1972245773362196,12.58,4.0,1.0,21.0,4.0,1.0,527.0,128.0,5.0,32.0,100.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704408235859048,0.0,0.7097950670820021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,121.0,2.4849066497880004,14.54,1.0,10.0,14.0,6.0,3.0,486.0,39.0,8.0,11.0,159.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4481435514541558,0.4448602080160045,0.0,0.0,0.44637541684172394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44637541684172394,0.0,0.0,0.0,0.0,0.45029404514468974
2.0,4.0,1.0986122886681098,13.48,1.0,8.0,8.0,0.0,2.0,535.0,227.0,2.0,2.0,26.96,0.0,0.5781546222759127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5757381917868513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5781546222759127,0.0,0.0,0.0,0.0
0.0,0.0,0.0,12.46,4.0,0.0,2.0,5.0,1.0,560.0,282.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6997427686119394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7143948892421459,0.0,0.0
14.0,196.0,2.70805020110221,15.965,3.0,5.0,20.0,6.0,4.0,560.0,51.0,8.0,42.0,223.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57770421127419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5766417332730368,0.0,0.57770421127419,0.0,0.0,0.0
8.0,64.0,2.1972245773362196,15.03,5.0,17.0,8.0,6.0,1.0,503.0,26.0,8.0,40.0,120.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7105037233302289,0.0,0.0,0.0,0.0,0.7036934411616195,0.0
0.0,0.0,0.0,14.54,3.0,12.0,1.0,0.0,2.0,589.0,334.0,10.0,0.0,0.0,0.0,0.0,0.0,0.4447996129653759,0.0,0.0,0.0,0.45023870152902185,0.0,0.0,0.0,0.0,0.0,0.0,0.44619902567730624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4447996129653759,0.0,0.0,0.0,0.0,0.0,0.0,0.4499979441528446
7.0,49.0,2.0794415416798357,12.58,4.0,8.0,14.0,0.0,0.0,535.0,277.0,12.0,28.0,88.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407840589163075,0.4073064203675233,0.0,0.0,0.0,0.0,0.0,0.4073064203675233,0.0,0.40688062394570584,0.0,0.4081621227909909,0.0,0.0,0.0,0.4119719080983676,0.0,0.0
1.0,1.0,0.6931471805599453,13.48,5.0,13.0,7.0,1.0,3.0,547.0,8.0,9.0,5.0,13.48,0.0,0.0,0.0,0.5788389568354803,0.0,0.5743613184217979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5788389568354803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,36.0,1.9459101490553132,12.58,1.0,12.0,9.0,3.0,0.0,589.0,48.0,8.0,6.0,75.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8486123549928878,0.0,0.5290151897189957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,121.0,2.4849066497880004,15.46,3.0,6.0,15.0,6.0,1.0,554.0,122.0,5.0,33.0,170.06,0.0,0.0,0.0,0.0,0.44757669762173674,0.0,0.0,0.4502031667090547,0.0,0.44453259292815434,0.0,0.0,0.0,0.0,0.0,0.446868538977478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446868538977478,0.0,0.0,0.0
2.0,4.0,1.0986122886681098,14.915,3.0,7.0,11.0,2.0,4.0,548.0,86.0,6.0,6.0,29.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5804131453844874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5785789268438652,0.0,0.0,0.0,0.0,0.5730331631564503,0.0
5.0,25.0,1.791759469228055,15.03,5.0,15.0,13.0,3.0,0.0,509.0,209.0,2.0,25.0,75.14999999999999,0.37720607806871354,0.0,0.37583287875382254,0.0,0.0,0.0,0.0,0.0,0.3793953470106538,0.3766156903157611,0.0,0.3794957888954905,0.0,0.0,0.0,0.37859474415321187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37859474415321187,0.0,0.0,0.0
5.0,25.0,1.791759469228055,15.03,1.0,10.0,21.0,2.0,4.0,486.0,249.0,1.0,5.0,75.14999999999999,0.0,0.0,0.0,0.0,0.7115211293688426,0.0,0.7026647013061682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9.0,1.3862943611198906,15.3,3.0,15.0,3.0,0.0,1.0,509.0,247.0,1.0,9.0,45.900000000000006,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0
7.0,49.0,2.0794415416798357,15.46,5.0,3.0,18.0,1.0,4.0,565.0,110.0,6.0,35.0,108.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5243278910147958,0.0,0.0,0.0,0.0,0.4185568641265909,0.5268453676629782,0.5218470779534483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,121.0,2.4849066497880004,16.06,3.0,14.0,1.0,1.0,4.0,558.0,206.0,2.0,33.0,176.66,0.0,0.0,0.49635618309449975,0.0,0.5007960951390207,0.0,0.0,0.5037348662366256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4990841563653743,0.0,0.0,0.0,0.0,0.0
11.0,121.0,2.4849066497880004,15.46,1.0,11.0,8.0,1.0,2.0,548.0,31.0,8.0,11.0,170.06,0.0,0.0,0.0,0.0,0.7083164114866074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058950780524931,0.0,0.0,0.0,0.0,0.0
4.0,16.0,1.6094379124341003,15.03,1.0,11.0,3.0,1.0,0.0,548.0,85.0,6.0,4.0,60.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,36.0,1.9459101490553132,14.54,2.0,16.0,4.0,6.0,1.0,587.0,195.0,3.0,12.0,87.24,0.0,0.0,0.0,0.0,0.0,0.4939514541184001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49806221315208565,0.0,0.0,0.0,0.0,0.0,0.5042944495959603,0.0,0.5036199965361504
12.0,144.0,2.5649493574615367,15.3,5.0,0.0,2.0,1.0,2.0,560.0,2.0,9.0,60.0,183.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0
4.0,16.0,1.6094379124341003,12.46,4.0,2.0,3.0,0.0,4.0,535.0,200.0,3.0,16.0,49.84,0.0,0.0,0.49866553981446293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5004875389431808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5006184615609118,0.500226007629086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,144.0,2.5649493574615367,14.54,3.0,14.0,10.0,3.0,2.0,558.0,136.0,5.0,36.0,174.48,0.0,0.4493029210904088,0.0,0.0,0.0,0.44419557225190914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4482436485796589,0.0,0.0,0.0,0.0,0.4493029210904088,0.0,0.0,0.4449962868373692,0.0
11.0,121.0,2.4849066497880004,13.48,1.0,1.0,5.0,7.0,2.0,527.0,233.0,2.0,11.0,148.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,9.0,1.3862943611198906,16.06,3.0,9.0,24.0,4.0,4.0,551.0,147.0,4.0,9.0,48.17999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7049377872286239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7092691422423589,0.0,0.0
5.0,25.0,1.791759469228055,14.915,3.0,6.0,14.0,3.0,1.0,554.0,217.0,2.0,15.0,74.57499999999999,0.5794000205137758,0.0,0.5772907445570071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5753529460057127,0.0
2.0,4.0,1.0986122886681098,12.46,4.0,7.0,9.0,0.0,3.0,548.0,357.0,9.0,8.0,24.92,0.0,0.0,0.0,0.0,0.0,0.0,0.574500592847426,0.0,0.0,0.5777850317389841,0.0,0.0,0.5797529869835404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,25.0,1.791759469228055,14.54,1.0,3.0,24.0,5.0,2.0,565.0,285.0,12.0,5.0,72.69999999999999,0.5759358837907984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5780561641233973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5780561641233973,0.0,0.0,0.0
5.0,25.0,1.791759469228055,13.48,2.0,3.0,2.0,4.0,0.0,565.0,339.0,10.0,10.0,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49134129063036625,0.0,0.6125930280187304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6191231849515323,0.0,0.0
10.0,100.0,2.3978952727983707,12.58,5.0,9.0,7.0,7.0,4.0,551.0,250.0,1.0,50.0,125.8,0.0,0.0,0.0,0.0,0.0,0.4436932409500128,0.0,0.0,0.0,0.0,0.4476196464975131,0.0,0.4484412715763843,0.0,0.44855902415178867,0.0,0.0,0.0,0.0,0.0,0.44773673939455316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,100.0,2.3978952727983707,15.965,3.0,8.0,23.0,2.0,3.0,535.0,80.0,7.0,30.0,159.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,25.0,1.791759469228055,16.06,4.0,13.0,23.0,6.0,2.0,547.0,98.0,6.0,20.0,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,169.0,2.6390573296152584,14.915,4.0,2.0,16.0,7.0,4.0,535.0,152.0,4.0,52.0,193.89499999999998,0.0,0.0,0.0,0.0,0.0,0.7018328912911969,0.0,0.0,0.0,0.0,0.0,0.7123416263997487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,169.0,2.6390573296152584,15.3,5.0,12.0,8.0,7.0,4.0,589.0,112.0,6.0,65.0,198.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.708985902574537,0.705222652749165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
